DBN,year_start,school_year,scenario,model,Enrollment,Enrollment_Lower,Enrollment_Upper,is_forecast
02M040,2025,2025-26,Base,Prophet,463.6889673281066,435.6410610723793,496.5405211508818,True
02M040,2026,2026-27,Base,Prophet,427.79778221410953,397.3915343133533,462.78452143710047,True
02M040,2027,2027-28,Base,Prophet,391.90659710011255,356.44120970148833,433.7862815883851,True
02M041,2025,2025-26,Base,Prophet,339.6698159969652,297.70328233406366,382.6260889091403,True
02M041,2026,2026-27,Base,Prophet,303.6336556319835,262.3288960152228,345.90926004735513,True
02M041,2027,2027-28,Base,Prophet,267.5974952670019,224.8443628434591,311.6218995795561,True
02M042,2025,2025-26,Base,Prophet,393.63573368132415,373.60159673228895,412.6157805692247,True
02M042,2026,2026-27,Base,Prophet,376.224916856237,355.2214536860849,397.18114746985145,True
02M042,2027,2027-28,Base,Prophet,358.8141000311499,335.1008380387351,379.5983335549025,True
02M051,2025,2025-26,Base,Prophet,372.84670816669,344.7869435760233,400.1101143704797,True
02M051,2026,2026-27,Base,Prophet,365.6866389270682,334.7761320409973,396.63191723403673,True
02M051,2027,2027-28,Base,Prophet,358.5265696874465,327.13509593113776,389.6779667396772,True
02M059,2025,2025-26,Base,Prophet,457.9681141163789,435.7793009734149,481.2221121216788,True
02M059,2026,2026-27,Base,Prophet,435.4350053385416,410.9687482947203,461.00595537722114,True
02M059,2027,2027-28,Base,Prophet,412.9018965607044,384.78916636472894,439.5101651693892,True
02M077,2025,2025-26,Base,Prophet,368.9070590685488,360.1093296464916,377.5826341687167,True
02M077,2026,2026-27,Base,Prophet,371.0908360840776,362.36563261411743,379.94003630957616,True
02M077,2027,2027-28,Base,Prophet,373.27461309960654,364.053778376204,382.2855698966584,True
02M089,2025,2025-26,Base,Prophet,282.1906972173479,246.29899409091087,318.8538325574549,True
02M089,2026,2026-27,Base,Prophet,269.16819473470974,232.60730714375583,304.45053990868195,True
02M089,2027,2027-28,Base,Prophet,256.1456922520716,221.5100057807441,289.1032790074391,True
02M111,2025,2025-26,Base,Prophet,338.55253296577405,309.1961774459203,367.95432566138953,True
02M111,2026,2026-27,Base,Prophet,335.1797814680637,302.9949857853815,366.93537556342073,True
02M111,2027,2027-28,Base,Prophet,331.8070299703534,296.7919446097328,366.091682697363,True
02M116,2025,2025-26,Base,Prophet,310.41129732741666,281.39624981062536,338.65853493642186,True
02M116,2026,2026-27,Base,Prophet,301.1296271837631,269.507127250323,329.6379915450551,True
02M116,2027,2027-28,Base,Prophet,291.8479570401095,252.09096027276388,323.0284794377139,True
02M124,2025,2025-26,Base,Prophet,387.1484623154545,372.6976921261982,402.1443929957796,True
02M124,2026,2026-27,Base,Prophet,351.08561371734345,336.57858197827017,365.30984036797577,True
02M124,2027,2027-28,Base,Prophet,315.0227651192324,300.8774105591273,330.5781824003646,True
02M130,2025,2025-26,Base,Prophet,442.750728328141,410.30298101872734,477.5822121717957,True
02M130,2026,2026-27,Base,Prophet,388.4874257006521,353.57004602181013,423.74829912946655,True
02M130,2027,2027-28,Base,Prophet,334.2241230731634,295.9759852576166,373.0388752872231,True
02M150,2025,2025-26,Base,Prophet,243.38096001464783,219.2654559993337,263.4708897613449,True
02M150,2026,2026-27,Base,Prophet,260.82191124654804,237.7752909862688,285.4319164401768,True
02M150,2027,2027-28,Base,Prophet,278.26286247844826,252.3497453620012,306.5276691801526,True
02M151,2025,2025-26,Base,Prophet,239.2122850382919,225.47851758046025,252.3961363017628,True
02M151,2026,2026-27,Base,Prophet,213.4904118639147,198.96930192786067,228.79618649484283,True
02M151,2027,2027-28,Base,Prophet,187.76853868953745,172.0125411004721,204.9444314322032,True
02M158,2025,2025-26,Base,Prophet,511.68510782560986,464.88610337693945,558.659922214649,True
02M158,2026,2026-27,Base,Prophet,482.63361542012206,436.1609164046985,532.4378892667239,True
02M158,2027,2027-28,Base,Prophet,453.5821230146343,402.3431540501596,501.7865294462806,True
02M183,2025,2025-26,Base,Prophet,480.2321491547038,453.1750223909408,505.8859956415928,True
02M183,2026,2026-27,Base,Prophet,475.5030007086361,451.1489240467763,500.9704003106202,True
02M183,2027,2027-28,Base,Prophet,470.7738522625684,441.91149061300746,498.6326421156912,True
02M198,2025,2025-26,Base,Prophet,471.28576212203086,443.7991612003768,499.1397593870282,True
02M198,2026,2026-27,Base,Prophet,484.7687853648383,455.5015462914829,512.2751677623156,True
02M198,2027,2027-28,Base,Prophet,498.25180860764567,466.27148825643866,529.2634515916441,True
02M212,2025,2025-26,Base,Prophet,248.8290657505981,224.67073323196485,273.599070968604,True
02M212,2026,2026-27,Base,Prophet,239.7329326469232,216.7444925309072,262.5723396326883,True
02M212,2027,2027-28,Base,Prophet,230.6367995432484,206.1671290555176,252.2228063193559,True
02M217,2025,2025-26,Base,Prophet,560.0625648693928,530.7062747774225,590.4494830943509,True
02M217,2026,2026-27,Base,Prophet,566.0548600901618,535.4716474562882,595.7940984090715,True
02M217,2027,2027-28,Base,Prophet,572.0471553109309,539.5581094927743,604.0823670738855,True
02M225,2025,2025-26,Base,Prophet,138.41532566494865,133.39553411085345,143.5775656023821,True
02M225,2026,2026-27,Base,Prophet,119.58620605221766,112.7886120360936,126.94785165611928,True
02M225,2027,2027-28,Base,Prophet,100.7570864394866,84.3124321414126,116.91870441042732,True
02M234,2025,2025-26,Base,Prophet,428.7083833154058,382.9827974445205,477.2363450069295,True
02M234,2026,2026-27,Base,Prophet,408.9514641142485,359.4821657653817,458.5620896357169,True
02M234,2027,2027-28,Base,Prophet,389.1945449130912,339.65311731514566,437.67131024924186,True
02M267,2025,2025-26,Base,Prophet,326.6062719600001,304.8056182587935,348.2290287338008,True
02M267,2026,2026-27,Base,Prophet,308.904691007354,283.65737775933286,336.4387362556454,True
02M267,2027,2027-28,Base,Prophet,291.203110054708,263.9155536590156,319.4638520861103,True
02M290,2025,2025-26,Base,Prophet,290.86167841597813,252.74473179296365,332.46707212382563,True
02M290,2026,2026-27,Base,Prophet,259.59236083549644,218.44589885430003,295.29155492116377,True
02M290,2027,2027-28,Base,Prophet,228.32304325501497,186.75822644600348,269.4713578769844,True
02M343,2025,2025-26,Base,Prophet,248.15803496894185,220.8685675431705,275.3296488264804,True
02M343,2026,2026-27,Base,Prophet,223.8579632006821,196.0241401346506,251.9068288584056,True
02M343,2027,2027-28,Base,Prophet,199.5578914324224,171.8277806670403,228.4088239097418,True
02M527,2025,2025-26,Base,Prophet,344.4328591480641,323.6094837090159,365.9862234287705,True
02M527,2026,2026-27,Base,Prophet,319.975648992413,292.82759836055965,345.9362094828573,True
02M527,2027,2027-28,Base,Prophet,295.5184388367618,258.1416381458761,329.7095109192098,True
